"GEOID","total_pop","pct_white","pct_black","pct_hispanic","pct_asian","poverty_rate","unemployment_rate","median_income","pct_renter","pct_rent_burdened","pct_severe_burden","pct_less_than_hs","median_rent","median_home_value","property_age","vacant_units"
"42101008000",3867,19.8344970261184,70.9335402120507,1.47401086113266,0.69821567106284,23.2310093652445,6.68425681618294,63906,45.3313981615868,50.8004268943437,43.2230522945571,5.72033898305085,1265,264800,86,280
"42101008101",3119,9.16960564283424,89.9326707277974,1.31452388586085,0,32.7669124719461,24.7183979974969,48803,32.2248614410135,42.5061425061425,36.1179361179361,12.3989218328841,954,116700,86,283
"42101008102",4902,17.8090575275398,70.1958384332925,1.61158710730314,0.571195430436557,16.1977658254034,10.1045296167247,45888,36.6556836902801,50.1123595505618,27.752808988764,14.4667059516794,1124,131800,86,292
"42101008200",7503,5.98427295748367,93.0827668932427,7.15713714514194,0,32.8811282740094,3.60013981125481,32333,26.3366336633663,86.2513426423201,54.8872180451128,8.58551894194127,1259,187900,86,465
"42101008301",4111,3.38117246412065,87.8131841401119,7.24884456336658,0,30.6753458096013,12.7906976744186,38713,50.803701899659,57.9098753595398,39.3096836049856,19.4082423388517,959,95400,82,372
"42101008302",4844,2.3121387283237,91.3501238645747,3.11725846407927,4.74814203137903,30.1197357555739,19.0070921985816,30922,50.471063257066,64.5333333333333,36.5333333333333,15.0121065375303,1160,102000,78,258
"42101008400",5403,1.7027577271886,84.8417545807884,0.518230612622617,3.59059781602813,25.453871804372,7.12879086254431,47008,37.5372393247269,64.4179894179894,25.1322751322751,11.4294710327456,1147,136300,86,189
"42101008500",6515,10.1304681504221,83.4382194934766,1.15118956254797,1.84190330007675,30.0383729854183,15.6392694063927,45397,51.041948579161,50.6892895015907,35.949098621421,10.1698513800425,1024,162500,86,628
"42101008601",3376,55.9537914691943,22.186018957346,9.36018957345972,6.04265402843602,15.4481492811257,1.54494382022472,79367,61.9763694951665,41.0745233968804,20.4506065857886,8.13301282051282,1544,441700,86,325
"42101008602",3168,27.2411616161616,60.5429292929293,3.09343434343434,8.61742424242424,25.3156565656566,10.443199184921,31342,73.110151187905,66.6912850812408,39.807976366322,5.34591194968553,1266,447400,71,228
"42101008701",3374,62.5666864256076,7.73562537048014,3.52697095435685,21.4285714285714,16.9235328986366,4.87709715177526,59722,76.6746987951807,47.517284726587,19.4217473287241,7.25839900456242,1319,579500,86,209
"42101008702",2836,56.4527503526093,14.0691114245416,7.96897038081805,18.8998589562764,31.9198149575945,7.00470465237846,36071,76.4880952380952,64.9805447470817,45.3955901426719,4.71232876712329,1331,646100,86,328
"42101008801",2231,37.6512774540565,12.0573733751681,19.99103541013,26.4455401165397,44.0298507462687,1.43149284253579,36574,63.375796178344,66.3316582914573,58.2914572864322,0,2463,NA,9,230
"42101008802",6156,46.8810916179337,18.5510071474984,13.0116959064327,25.5198180636777,63.8924050632911,7.25167580743449,21064,74.5967741935484,66.3513513513514,47.7027027027027,0,1366,807500,86,407
"42101009000",7375,60.2169491525424,15.9322033898305,4.27118644067797,18.3050847457627,53.8293216630197,6.29685157421289,37674,76.7868051313378,59.1885441527446,40.1750198886237,8.03782505910165,1378,195000,56,225
"42101009100",2962,33.2883187035787,30.8912896691425,6.78595543551654,25.388251181634,48.340108401084,6.33755837224817,27266,71.5384615384615,55.28146742568,37.5079063883618,11.105722599418,1059,435800,64,463
"42101009200",3444,20.2380952380952,53.1068524970964,4.09407665505226,18.6991869918699,27.9616724738676,5.53018772196854,43839,52.9514903565167,42.0529801324503,30.242825607064,13.1883387320685,997,281800,70,270
"42101009300",5200,4.46153846153846,87.7307692307692,2.36538461538462,4.88461538461538,25.5384615384615,14.0051238257899,33509,36.9673704414587,66.147455867082,37.2793354101765,13.376987839102,992,114700,86,404
"42101009400",3864,1.1128364389234,92.3913043478261,1.0351966873706,0,35.9047372508413,15.7262905162065,26338,57.0349386213409,41.5562913907285,23.9238410596026,19.047619047619,720,94800,80,353
"42101009500",3755,0.905459387483356,99.0945406125167,0,0,35.9254327563249,8.60349127182045,34652,51.2520868113522,61.2377850162867,19.9782844733985,16.4266426642664,1156,79800,82,222
"42101009600",3528,0,94.5578231292517,13.0668934240363,0.170068027210884,13.7471655328798,14.1610738255034,50786,32.2867853795689,34.3976777939042,10.1596516690856,16.8137482582443,1136,108600,83,670
"42101009801",2563,6.59383534920016,86.2270776433867,0.93640265314085,2.96527506827936,15.0994927818962,5.86890243902439,71029,36.837376460018,51.4634146341463,23.6585365853659,5.96469872185027,1407,172400,72,57
"42101009802",5787,4.52738897528944,85.0699844479005,8.91653706583722,0,19.7338862968723,1.54489861602832,72365,25.0539956803456,31.551724137931,31.3793103448276,2.8872099298435,1361,180700,71,234
"42101010000",5306,5.22050508857897,88.861666038447,1.56426686769695,0.584244251790426,22.5757287102305,12.4767916821389,51734,34.954260953298,65.1515151515152,54.4077134986226,9.00163666121113,1142,157500,86,271
"42101010100",6303,1.57068062827225,96.2081548468983,0.364905600507695,0,16.8043202033037,5.1702395964691,44144,42.1905379131562,32.7956989247312,22.8878648233487,7.26283416134374,897,111700,86,516
"42101010200",3427,4.58126641377298,94.8643128100379,6.21534870148818,0,35.8002936857562,6.63149962321025,29375,54.1162924582614,47.2340425531915,24.1489361702128,11.3173381620643,977,80200,86,264
"42101010300",2632,1.74772036474164,97.8723404255319,0.759878419452888,0,40.1595744680851,12.5190839694656,33420,39.8678414096916,57.2744014732965,41.2523020257827,5.8411214953271,1055,120000,81,345
"42101010400",3551,4.19600112644326,81.1039143903126,2.787947057167,0,34.6084337349398,5.01029512697323,33804,50.272142503711,35.1377952755905,18.7007874015748,14.7540983606557,1129,100900,71,471
"42101010500",4251,5.08115737473536,88.7320630439897,4.70477534697718,3.05810397553517,29.1472443103921,14.1272621132516,37708,55.3802816901408,50.8646998982706,30.3153611393693,10.6908408877774,774,155200,61,213
"42101010600",1799,7.67092829349639,81.2117843246248,5.33629794330183,4.05780989438577,38.9299943084804,6.72043010752688,25000,63.3016627078385,51.031894934334,39.9624765478424,16.6943521594684,784,120100,70,164
"42101010700",3255,7.98771121351766,82.826420890937,2.3963133640553,0,31.5983985217124,10.4395604395604,37917,43.9607602697731,45.8856345885635,29.5676429567643,26.2866629773105,1127,120100,86,481
"42101010800",4532,8.56134157105031,74.6248896734334,3.92762577228597,4.01588702559576,48.7298431632428,12.4044679600235,29142,59.7215985630894,52.7067669172932,37.2932330827068,11.9828259172521,921,257200,86,284
"42101010900",2717,15.8262789841737,77.9168200220832,2.20831799779168,3.4965034965035,39.2344497607655,17.0637970791699,31341,66.9123669123669,61.5667074663403,34.7613219094247,12.5799573560768,1176,320500,59,145
"42101011000",2729,8.46463906192744,85.7456943935507,3.88420666910956,0.513008427995603,53.7193111029681,9.56429330499469,14983,51.9021739130435,62.82722513089,39.7905759162304,18.9675870348139,1058,107200,78,419
"42101011100",4049,2.04988886144727,95.0358113114349,1.2842677204248,0,27.6969392875063,8.33333333333333,45519,33.7313432835821,47.4926253687316,18.5840707964602,9.53112990007686,831,91800,82,559
"42101011200",5307,0.923308837384586,95.43998492557,2.05389108724326,0,43.708229902616,4.38645197112715,28393,37.6198083067093,74.6284501061571,58.2802547770701,4.5028818443804,1389,119600,86,615
"42101011300",3822,2.1716378859236,96.2323390894819,0.575614861329147,0,33.097854526426,5.36056158264199,38858,29.174543163201,58.963282937365,41.4686825053996,7.84680056048575,1152,122800,86,205
"42101011400",6843,4.51556334940815,94.1107701300599,1.00832967996493,0.0730673681134006,30.7895897662109,11.6629990569003,40497,45.1494641849972,46.470955652717,30.1686445971268,11.5808410164156,970,201800,86,296
"42101011500",4881,7.3140749846343,87.6664617906167,2.72485146486376,0,14.279860684286,4.93693693693694,81154,14.5712782745923,35.7400722021661,24.9097472924188,7.43801652892562,980,157700,86,171
"42101011700",2009,46.6898954703833,35.9880537580886,2.38924838227974,12.2946739671478,24.7942386831276,9.32642487046632,103750,16.7058823529412,69.0140845070423,69.0140845070423,1.76390773405699,NA,282800,86,59
"42101011800",5048,0.53486529318542,95.6022187004754,0.257527733755943,1.64421553090333,34.0332805071315,10.547263681592,41649,12.2171945701357,73.7373737373737,13.1313131313131,4.85841199333704,2053,185400,83,337
"42101011900",5570,6.10412926391382,90.0179533213645,1.20287253141831,0,21.2672978878369,2.70583687669115,61311,42.5642937010809,41.2434325744308,21.1033274956217,11.1584553928096,1098,121900,75,344
"42101012000",1917,32.0813771517997,46.3223787167449,7.14658320292123,9.44183620239958,13.7142857142857,10.462962962963,65331,49.7311827956989,42.1621621621622,15.4054054054054,5.98591549295775,1240,421700,77,113
"42101012100",3052,19.954128440367,72.8374836173001,2.2608125819135,1.67103538663172,16.9045830202855,0,51555,69.6106914584544,50.8347245409015,30.7178631051753,8.45070422535211,1189,243700,64,125
"42101012201",2954,24.4414353419093,45.5653351387949,11.7806364251862,12.3561272850372,22.6472579553148,2.5,39608,85.7142857142857,59.990253411306,28.0214424951267,12.6539278131635,1340,NA,47,342
"42101012203",1074,22.2532588454376,29.7951582867784,11.3594040968343,27.2811918063315,25.9776536312849,9.40525587828492,63750,76.0330578512397,53.6684782608696,13.5869565217391,3.67553865652725,1904,NA,50,232
"42101012204",3915,13.5887611749681,77.7266922094508,2.2477650063857,4.13793103448276,19.5108237278606,10.3319057815846,48000,45.7129322595926,50.880829015544,23.8341968911917,7.41885625965997,1297,194600,62,199
"42101012501",2235,61.0738255033557,11.8568232662192,5.90604026845638,17.5838926174497,13.107822410148,3.84024577572965,79694,75.6687898089172,67.4242424242424,30.8080808080808,2.66739248775177,2500,NA,31,382
"42101012502",3743,60.3793748330216,13.6521506812717,6.41196900881646,19.5832220144269,15.8963398343575,0.629178136059772,88936,74.7882073873263,39.555958314454,14.0915269596738,2.34184914841849,2076,512900,49,304
"42101013100",1871,33.5114911811865,57.6162479957242,6.73436664885088,5.34473543559594,37.2981700753498,8.5824493731919,32083,76.8115942028985,59.9730458221024,22.1024258760108,11.8548387096774,934,357900,67,92
"42101013200",2957,30.9097057828881,50.997632735881,14.3050388907677,6.86506594521475,37.5045603794236,11.3793103448276,41898,74.9397590361446,49.5176848874598,14.871382636656,14.8041237113402,1005,415100,34,77
"42101013300",3500,53.2857142857143,21.2,16.1714285714286,8.2,11.4571428571429,4.57271364317841,88264,71.4023831347388,29.8459563543004,18.3568677792041,1.23674911660777,1640,376400,70,271
"42101013401",2974,86.079354404842,9.14593140551446,2.25285810356422,1.88298587760592,7.91610284167794,4.20326223337516,126333,35.6095093576125,35.6534090909091,16.1931818181818,0.109849871841816,2114,622200,61,113
