code,citycor,long_code,zoninggroup,pending,pendingbill,pendingbillurl,sunset_date,sunsetbillnum,sunsetbilllink,objectid,globalid,Shape__Area,Shape__Length
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6653,,1841.6640625,178.157912670116
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6654,,257.51953125,69.2311142808985
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6655,,24474.88671875,765.837095971168
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6656,,116.2109375,54.0486313518712
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6657,,236.4609375,82.5058120661873
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6658,,1451.578125,153.243158306553
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6659,,6113.21875,448.530165903331
RSA2,0,RSA-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6660,,13091.9453125,484.768137665799
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6661,,5455.62109375,368.24937514039
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6662,,1987.91015625,232.37779568629
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6663,,11499.703125,494.200127162497
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6664,,1132.07421875,134.735490612497
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6665,,1131.359375,145.190040343241
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6666,,9369.98046875,485.353350252606
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6667,,8618.00390625,467.981228920045
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6668,,183.2109375,69.2571009465292
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6669,,5423.12890625,372.616037449334
CMX3,0,CMX-3,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6670,,10752.01953125,534.484383058975
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6671,,6352.0546875,379.505604430344
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6672,,9229.46875,424.766428769107
RSD3,0,RSD-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6673,,32307.5703125,747.109551203225
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6674,,173.61328125,66.2975332925723
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6675,,162.33203125,63.3255166122937
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6676,,561.46484375,97.8621731191792
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6677,,9389.6796875,427.927256402717
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6678,,1810.26953125,172.345562359257
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6679,,909.625,123.682509822791
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6680,,17480.1484375,568.501151153292
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6681,,2816.76953125,223.526605979636
SPSTA,0,SP-STA,Special Purpose,No,N/A,N/A,,N/A,N/A,6682,,620672.0234375,3669.52914775963
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6683,,12342.6796875,640.510900139896
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6684,,19815.0546875,690.015645204472
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6685,,13274.75,524.401767243609
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6686,,3624.9921875,369.478574926908
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6687,,13875.98046875,521.965215442809
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,6688,,294.94921875,72.7255833188652
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6689,,293.375,94.4770775174812
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6690,,23393.35546875,951.303313273256
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6691,,5300.49609375,584.835391696798
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6692,,160.859375,63.2412291313127
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6693,,561.16015625,95.1294225477869
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6694,,279.10546875,71.1051435691396
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6695,,5180.7890625,310.870645430238
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6696,,1378.86328125,153.155912102186
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6697,,269.22265625,71.7694548453143
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6698,,287.3125,93.25395065514
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6699,,15653.9453125,542.824370186279
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6700,,374.86328125,128.941644679252
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6701,,7847.0859375,354.301486478848
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6702,,14148.22265625,495.006906033813
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6703,,2167.4765625,208.54900601106
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6704,,14730.57421875,508.968967688621
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6705,,1300.89453125,178.302711987323
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6706,,2321.89453125,215.488130745563
RM1,1,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6707,,9574.765625,518.564458830372
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6708,,13114.296875,546.093862393588
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6709,,4995.10546875,284.51011424814
RSA5,1,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6710,,10959.40625,456.98449394152
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6711,,4251.01953125,284.024570754904
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6712,,3456.9296875,255.615361497727
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6713,,6352.15234375,424.291873812211
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6714,,16039.84375,571.370773273565
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6715,,361.67578125,82.0129829800947
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6716,,2586.16015625,204.643720912165
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6717,,263.64453125,80.7045566034151
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6718,,1029.28515625,145.164771074257
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6719,,1071.484375,133.499085502141
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6720,,644.76953125,112.080321615761
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6721,,1409.265625,154.418463168254
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6722,,1488.08203125,154.941655762022
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,6723,,1270.34375,143.18970567399
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6724,,1217.62109375,139.668983938979
RM1,1,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6725,,20586.12890625,1122.64897270203
I1,0,I-1,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6726,,4133.0078125,293.16636962344
IRMX,1,IRMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6727,,1514.390625,165.005303703768
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6728,,7665.52734375,480.241353164112
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6729,,28910.1796875,1097.70727599773
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6730,,1230.62890625,171.608108228192
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6731,,3570.0859375,239.408148598626
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6732,,2591.46875,222.127589053601
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6733,,4451.703125,372.281576774456
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6734,,3305.67578125,286.625451639714
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6735,,122.9609375,52.5186805108381
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6736,,2597.44921875,223.236195293839
RM4,0,RM-4,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6737,,12840.015625,497.327346558126
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6738,,2538.1953125,213.809442150712
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6739,,172.09375,64.9099306372643
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6740,,9315.2265625,423.20048585865
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6741,,6300.1953125,512.678615840444
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6742,,5656.67578125,393.363683723109
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6743,,215.06640625,70.3291752650102
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6744,,7256.3984375,390.228023754902
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6745,,8112.125,492.801598670586
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6746,,381.07421875,82.9947468978309
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6747,,2854.69140625,221.909492956277
RM1,1,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6748,,1197.515625,192.275568019981
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6749,,1165.95703125,155.334891625559
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6750,,179.66796875,64.6733190914525
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6751,,8409.1640625,386.85204590312
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6752,,5771.80859375,322.636817295647
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,6753,,8596.11328125,371.810149595937
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6754,,6945.2109375,448.896411449977
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6755,,5951.12890625,471.841445727333
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6756,,22570.53515625,641.158329235745
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6757,,154.36328125,62.8489763886275
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6758,,2148.54296875,196.502670339426
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6759,,154.875,64.0585722169524
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6760,,2515.67578125,230.705672031964
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6761,,16901.63671875,633.649085024169
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6762,,1372.57421875,179.419837445813
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6763,,15357.56640625,571.595230528588
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6764,,561.546875,114.431341716938
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6765,,2049.19921875,182.707477766401
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6766,,3814.98828125,271.023361838068
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6767,,5975.421875,313.803843452821
CMX3,0,CMX-3,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6768,,2416.8671875,214.957624573055
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6769,,6855.234375,357.031345700946
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6770,,162.0546875,73.3420962116403
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6771,,4469.30859375,352.557937274135
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6772,,3689.765625,370.023342208634
RSA2,0,RSA-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6773,,1503.65234375,156.900418465275
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6774,,568.8359375,115.769344018407
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6775,,14443.2265625,501.519462793068
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6776,,189.8046875,63.2105847693415
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6777,,16025.73046875,557.34012550196
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6778,,143.41796875,54.3190932968402
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6779,,3017.38671875,270.368217480805
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6780,,11836.72265625,582.435615854275
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6781,,11061.0546875,508.417666520081
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6782,,1825.1171875,197.92141331592
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6783,,191.12890625,73.382235246746
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6784,,8888.4609375,432.773120890854
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6785,,17500.171875,575.108491342958
CA1,0,CA-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6786,,1900.2890625,174.520172819318
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6787,,2836.5,289.401140379513
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,6788,,8142.84765625,508.534334918869
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6789,,17746.8828125,712.994323662983
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6790,,10210.8984375,860.886583393949
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6791,,749.2734375,122.669722065719
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6792,,5371.16015625,324.391958175992
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6793,,4379.7109375,306.393713522732
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6794,,172.578125,60.6275732562791
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6795,,9152.23828125,455.32955504157
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6796,,9220.52734375,562.115484964696
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6797,,43455.7734375,834.268489861007
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6798,,807.42578125,115.113854485444
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6799,,1009.17578125,132.251483010746
I1,0,I-1,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6800,,22736.9140625,732.053354148221
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6801,,1773.05078125,209.876769768344
I2,1,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6802,,86918.5625,2206.009028868
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6803,,174.33203125,66.9733109228005
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6804,,13905.3515625,507.331045709472
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6805,,5717.29296875,361.080602846779
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6806,,7619.26171875,421.874400898833
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6807,,3596.7109375,271.36937730284
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6808,,140.078125,58.9348515204584
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6809,,10996.01953125,493.803865894208
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6810,,5313.46484375,337.547359279698
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6811,,2818.4921875,212.925778961734
CMX1,1,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6812,,172.9921875,68.4120606529637
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6813,,5037.99609375,293.002478022864
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6814,,10674.09375,453.611833093611
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6815,,417.30078125,88.4370213365958
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6816,,1482.046875,155.403331286259
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6817,,728.8046875,108.205287302634
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6818,,5049.421875,287.811443011604
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6819,,133.75390625,58.7822909815002
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6820,,1036.80859375,176.884192479105
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6821,,201.63671875,67.1737664849398
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6822,,884.7421875,124.141385818715
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6823,,9832.796875,502.110660303271
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6824,,2432.8046875,231.64491525446
IRMX,0,IRMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6825,,13272.6796875,584.555831220072
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6826,,1475.98046875,165.12022001299
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6827,,819.8671875,117.591975547219
CMX1,2,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6828,,294.515625,88.2021038096633
RSA5,1,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6829,,444.7890625,89.9783772064213
CMX1,2,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6830,,285.140625,87.5198927791483
RM2,0,RM-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6831,,9745.98046875,481.124065181542
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6832,,2663.3125,221.338378625046
ICMX,1,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6833,,1574.90625,185.287808283671
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6834,,225.28125,76.2267955523116
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6835,,145.48828125,58.3777210417965
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6836,,16891.1484375,566.155322592875
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6837,,5082.70703125,329.00022615266
CMX1,1,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6838,,185.15625,74.2322969556012
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6839,,3209.98046875,267.968607975716
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,6840,,448.43359375,102.21094603174
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6841,,1025.234375,128.99625954711
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6842,,1546.16796875,161.064788020514
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6843,,69.6640625,34.6693348877285
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6844,,5604.4921875,410.167477193164
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6845,,2383.50390625,199.095183095543
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6846,,5026.92578125,329.992141929088
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6847,,187.44921875,63.6783064638234
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6848,,8220.01953125,418.674520130156
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6849,,11965.27734375,539.120083678052
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6850,,19953.7578125,970.940622399881
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6851,,11416.52734375,460.806385123816
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6852,,10161.69140625,417.341052806783
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6853,,22015.36328125,740.879480459823
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6854,,8091.86328125,417.949485400439
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6855,,18677.28515625,628.033032988669
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6856,,194.7890625,67.9761763577824
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6857,,165.71484375,61.7805060491419
CMX5,0,CMX-5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6858,,10439.05859375,450.986620935538
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6859,,8093.9921875,645.32437121161
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6860,,4463.17578125,332.074097250581
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6861,,5640.49609375,513.987909259429
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6862,,108592.4453125,1329.13610412019
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6863,,95.8828125,46.2105716479705
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,6864,,2572.859375,209.023965063751
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,6865,,171.58984375,66.3031619365886
