code,citycor,long_code,zoninggroup,pending,pendingbill,pendingbillurl,sunset_date,sunsetbillnum,sunsetbilllink,objectid,globalid,Shape__Area,Shape__Length
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,1,,3371.0625,257.688145937951
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,2,,159.53125,63.896038036541
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,3,,1721.38671875,182.886473989401
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,4,,137.41015625,55.5794856692467
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,5,,524.59375,92.0588039638652
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,6,,49493.11328125,979.886471586547
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,7,,183.875,70.4573661087294
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,8,,3382.12109375,351.045384044971
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,9,,105.72265625,44.9626205963619
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,10,,1313.26171875,149.036026774408
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,11,,1531.50390625,169.938366356009
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,12,,1241.71484375,151.972915323088
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,13,,380.03125,126.266576684746
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,14,,657.79296875,113.534040001583
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,15,,238.37890625,86.404705333408
SPINS,0,SP-INS,Special Purpose,No,N/A,N/A,,N/A,N/A,16,,17060.32421875,569.044319911655
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,17,,6802.203125,379.200268732245
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,18,,193.953125,68.5422627237973
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,19,,497.03515625,105.048440748232
RSA4,0,RSA-4,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,20,,38115.609375,1007.69945897757
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,21,,25700.3984375,869.447395046885
I1,0,I-1,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,22,,963.609375,125.078996303637
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,23,,4716.69921875,328.073086339835
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,24,,3043.1953125,247.712408196409
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,25,,157.79296875,62.7740453338416
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,26,,16197.5390625,547.857906634164
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,27,,220.3671875,73.7381455690274
RSA2,0,RSA-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,28,,18675.99609375,583.178060442875
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,29,,181.7109375,64.2660954215163
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,30,,273.3984375,86.4969417839132
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,31,,10632.6796875,495.51556195967
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,32,,4496.99609375,287.051174790258
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,33,,2149.03125,243.466189897897
CMX5,0,CMX-5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,34,,4156.859375,292.755875821284
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,35,,19084.9765625,610.633296670872
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,36,,223.07421875,68.883418488642
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,37,,6271.41796875,394.334109835404
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,38,,6509.1328125,326.261579635431
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,39,,622.06640625,100.599748028034
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,40,,79261.3984375,1125.59916340113
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,41,,1458.7109375,157.921220890992
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,42,,435.59765625,132.764206189065
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,43,,172.5078125,62.0578997157428
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,44,,152.94921875,63.9325181796012
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,45,,3035.39453125,233.614983641213
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,46,,384.35546875,85.507649451693
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,47,,19131.3828125,610.646522668459
CMX3,0,CMX-3,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,48,,3733.6796875,299.805549841587
CMX3,0,CMX-3,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,49,,11742.796875,445.16008102804
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,50,,171.5859375,61.8965485878925
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,51,,4039.69140625,274.540299196589
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,52,,2021.9140625,227.275451105015
CMX5,0,CMX-5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,53,,10771.79296875,452.168767291273
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,54,,215.625,63.2027121311881
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,55,,8656.33984375,403.960130703168
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,56,,980.203125,129.218201916421
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,57,,220.01953125,77.7823059685036
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,58,,16252.30078125,570.392401268611
CA1,0,CA-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,59,,13788.38671875,655.195466521045
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,60,,127.953125,57.5776878342985
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,61,,1773.93359375,174.114119375537
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,62,,659.96875,110.127894712322
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,63,,8565.08984375,440.613801816765
RM2,0,RM-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,64,,16031.015625,530.18997920111
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,65,,1149.625,139.108173502108
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,66,,2748.8984375,213.373441106496
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,67,,253.96484375,94.5751177383723
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,68,,2964.265625,231.944599927752
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,69,,8450.859375,432.506073137984
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,70,,772.05078125,136.982343263244
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,71,,185.45703125,69.0125532431564
CMX4,0,CMX-4,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,72,,26013.3359375,649.596340920679
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,73,,11584.9453125,566.53465565364
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,74,,1551.484375,165.791316957948
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,75,,463.79296875,98.2199153081325
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,76,,8369.02734375,378.739629317466
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,77,,6540.328125,339.356890982189
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,78,,6347.3046875,394.978604231476
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,79,,160.68359375,62.1129778676581
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,80,,192.03125,72.7781791054284
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,81,,170.76953125,64.3117119235696
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,82,,250.328125,71.2437352212154
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,83,,317.90234375,115.345785970663
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,84,,2892.015625,240.736231935008
RTA1,0,RTA-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,85,,3803.5234375,268.560028372456
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,86,,3586.75,330.23852331205
RSD1,2,RSD-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,87,,287182.859375,4726.46964370537
SPPOA,3,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,88,,422642.21484375,18448.5141739169
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,89,,160.2421875,70.1269448462955
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,90,,188.1328125,71.8062844914271
SPINS,1,SP-INS,Special Purpose,No,N/A,N/A,,N/A,N/A,91,,12899.91015625,593.157713977835
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,92,,4916.8515625,348.885905402954
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,93,,3855,360.440134538261
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,94,,3725.96484375,323.752916282147
RSA2,0,RSA-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,95,,21382.08984375,784.471826740079
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,96,,17583.91015625,833.349728858121
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,97,,304.640625,98.469532771328
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,98,,199.125,73.9690591542644
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,99,,46695.44140625,941.582815023114
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,100,,195.96484375,73.9714194354857
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,101,,904.11328125,120.246928684404
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,102,,4020.953125,282.428050816955
I1,0,I-1,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,103,,1807521.6015625,12944.1142530257
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,104,,979.57421875,190.785575652476
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,105,,32685.41015625,751.785699828565
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,106,,109.25390625,44.5896656895859
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,107,,7882.3515625,629.034767570366
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,108,,4468.16015625,302.655702153866
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,109,,2301.90234375,199.527286026109
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,110,,6010.4921875,323.08115114197
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,111,,33292.3046875,856.841140625857
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,112,,7818.86328125,479.867404173782
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,113,,4588.26171875,343.071502144691
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,114,,6108.01171875,315.934670071738
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,115,,222.984375,77.7277591710207
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,116,,5902.4453125,451.006645168289
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,117,,175.5546875,70.2752092438397
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,118,,151.359375,59.6254907642475
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,119,,9950.265625,525.526076420617
ICMX,0,ICMX,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,120,,9054.875,492.330031786079
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,121,,3737.3125,265.703075257216
RSA5,1,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,122,,1439.7265625,190.190709674095
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,123,,7521.609375,459.677959131299
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,124,,396.4375,83.9344687995214
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,125,,125.734375,53.4274627095395
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,126,,155.87890625,61.1739355116498
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,127,,5477.1875,383.110519666575
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,128,,243.13671875,80.7430040252891
CMX3,0,CMX-3,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,129,,7558.3203125,478.364558866088
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,130,,5299.671875,338.114771246899
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,131,,3335.23828125,244.657038085337
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,132,,15894.4921875,858.331637490105
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,133,,5340.44140625,371.146357037477
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,134,,1866.10546875,208.08813464547
RTA1,0,RTA-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,135,,10863.41015625,448.665224306339
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,136,,5689.95703125,346.465659171168
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,137,,570.17578125,178.806329549898
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,138,,3123.76171875,224.122410883432
RM2,0,RM-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,139,,15452.91015625,603.252278199015
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,140,,14117.3828125,494.017721142776
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,141,,4450.79296875,262.107743375991
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,142,,14488.35546875,611.695429456704
RTA1,0,RTA-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,143,,1992.38671875,180.049186043915
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,144,,23807.47265625,638.242883074646
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,145,,195.421875,73.4944770029935
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,146,,23423.3125,661.347656964561
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,147,,7497.78125,341.558679261064
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,148,,11844.24609375,459.28938825059
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,149,,7652.546875,468.619488954318
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,150,,14117.296875,565.170795748795
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,151,,5964.44921875,319.044420331149
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,152,,1099.04296875,133.240612763651
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,153,,11679.17578125,538.43899482516
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,154,,17125.1953125,620.138908640898
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,155,,341.0078125,74.6911793261014
RSD3,0,RSD-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,156,,32388.390625,1109.10804651303
RSA2,0,RSA-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,157,,16476.296875,544.788210973879
RSA4,0,RSA-4,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,158,,10794.4140625,420.594419148904
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,159,,477.4140625,95.7061871170401
CMX2.5,0,CMX-2.5,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,160,,6924.52734375,347.770619113272
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,161,,5577.72265625,300.55731781697
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,162,,6848.90625,415.434514438321
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,163,,24429.01953125,1060.55587140655
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,164,,324.37890625,104.736385600519
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,165,,4704.44140625,333.152815026415
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,166,,12982.59375,529.570950083339
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,167,,11552.25390625,540.305019704649
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,168,,492.21484375,123.862749842461
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,169,,13009.08203125,562.706436065497
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,170,,12201.00390625,476.044190632613
RSA4,0,RSA-4,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,171,,16761.41015625,511.653144772934
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,172,,6417.375,321.468311348368
RSD1,0,RSD-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,173,,2604.046875,208.944428617263
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,174,,20839.81640625,678.701232611128
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,175,,7579.109375,461.358997605736
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,176,,325.0078125,79.1776646174174
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,177,,1482.69921875,190.137691303875
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,178,,250.54296875,86.9947276082623
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,179,,4497.2734375,393.970719414228
RSD3,0,RSD-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,180,,12824.5234375,591.686147388312
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,181,,11654.96484375,514.398361736384
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,182,,11604.4140625,496.962399956331
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,183,,13624.515625,534.146638660988
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,184,,1591.4765625,167.457296936621
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,185,,12202.67578125,500.911379175606
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,186,,17221.01953125,810.30371129344
RSA2,0,RSA-2,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,187,,15850.625,504.444521332933
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,188,,9662.3203125,488.515445746423
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,189,,209.2109375,76.9198446870432
I2,0,I-2,Industrial/Industrial Mixed-Use,No,N/A,N/A,,N/A,N/A,190,,4139.99609375,409.030060677376
RM4,0,RM-4,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,191,,9177.28125,434.996208992511
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,192,,16594.25,520.054219834094
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,193,,13613.515625,536.957875403171
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,194,,2921.5,275.267629967321
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,195,,1456.8125,196.802620456159
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,196,,208.56640625,79.2068653402715
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,197,,342.23046875,81.8303271224347
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,198,,4125.91015625,310.920351191194
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,199,,14142.13671875,515.382587757044
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,200,,309.2578125,130.83742059122
CMX2,1,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,201,,2608.13671875,211.626431871541
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,202,,273.73046875,87.4799435158504
RSA3,0,RSA-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,203,,12960.58203125,734.753628669958
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,204,,486.65625,89.8600619699851
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,205,,30945.93359375,884.718295768277
RSD3,0,RSD-3,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,206,,16172.98828125,745.640009264346
RM1,0,RM-1,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,207,,4439.69921875,317.985786145464
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,208,,1058.40234375,134.350211334783
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,209,,3613.2109375,243.354351579502
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,210,,3011.19140625,226.317351777721
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,211,,16717.5546875,519.161252384379
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,212,,6062.66796875,379.919586051105
CMX1,0,CMX-1,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,213,,780.18359375,113.609505472342
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,214,,170.14453125,64.4823138563271
CMX2,0,CMX-2,Commercial/Commercial Mixed-Use,No,N/A,N/A,,N/A,N/A,215,,208.42578125,72.4690517505222
RSA5,0,RSA-5,Residential/Residential Mixed-Use,No,N/A,N/A,,N/A,N/A,216,,6922.859375,388.296923818183
SPPOA,0,SP-PO-A,Special Purpose,No,N/A,N/A,,N/A,N/A,217,,29925.22265625,875.6088335613
